Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2022 Prime Thunderflash,2022,NoManufacturer,NoModelFound,4374,CAD,Excellent - Lightly Ridden,XL,29,180 mm,170 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3773329/
"2021 TRANCE X ADVANCED PRO 29 1, SIZE SMALL",2021,NoManufacturer,NoModelFound,3500,USD,Excellent - Lightly Ridden,S,29,150 mm,135 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3863604/
2019 Firebird 29 Race X01 (Carbon),2019,NoManufacturer,NoModelFound,2916,CAD,Excellent - Lightly Ridden,L,29,170 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3856211/
2022 Rocky Mountain Altitue A70 (Sm),2022,Rocky Mountain,NoModelFound,2912,CAD,Excellent - Lightly Ridden,S,27.5 / 650B,170 mm,160 mm,Aluminium,model,https://www.pinkbike.com/buysell/3842331/
2021 Rocky Mountain Altitue A50 (Sm),2021,Rocky Mountain,NoModelFound,2475,CAD,Excellent - Lightly Ridden,S,27.5 / 650B,170 mm,160 mm,Aluminium,model,https://www.pinkbike.com/buysell/3842345/
2022 KONA PROCESS 134 29 WITH SLX,2022,Kona,NoModelFound,1239,CAD,"Good - Used, Mechanically Sound",M,29,140 mm,140 mm,Aluminium,model,https://www.pinkbike.com/buysell/3835047/
2023 Specialized stump jumper EVO S2,2023,Specialized,NoModelFound,3500,USD,Excellent - Lightly Ridden,M,29,160 mm,160 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3863092/
"2021 Devinci, Sparton Carbon, Medium",2021,Devinci,NoModelFound,2041,CAD,Excellent - Lightly Ridden,M,29,,,Carbon Fiber,model,https://www.pinkbike.com/buysell/3862788/
2019 yeti sb-150 turq XL,2019,Yeti,NoModelFound,4200,USD,Excellent - Lightly Ridden,XL,29,170 mm,170 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/2994565/
2017 Hail Advanced 1,2017,NoManufacturer,NoModelFound,1500,USD,Excellent - Lightly Ridden,S,27.5 / 650B,160 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3862578/
2021 Pipedream Moxie Longer dream build,2021,NoManufacturer,NoModelFound,3000,USD,Excellent - Lightly Ridden,L,29,160 mm,0 mm (Hardtail),Steel,manufacturer,https://www.pinkbike.com/buysell/3194945/
2021 KHS 6600 Carbon,2021,KHS,NoModelFound,1800,USD,Excellent - Lightly Ridden,17.5,29,150 mm,140 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3862381/
2021 Rocky Montain slayer,2021,NoManufacturer,NoModelFound,2369,CAD,"Good - Used, Mechanically Sound",M,29,200 mm,180 mm,Aluminium,manufacturer,https://www.pinkbike.com/buysell/3862232/
2022 PRIME ThunderFlash,2022,NoManufacturer,NoModelFound,3937,CAD,Excellent - Lightly Ridden,L,29,170 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3862219/
2018 Yeti SB6 TURQ,2018,Yeti,NoModelFound,3650,USD,Excellent - Lightly Ridden,L,27.5 / 650B,170 mm,153 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3715131/
2021 Carbon NS Define 150 2,2021,NoManufacturer,NoModelFound,2770,CAD,Excellent - Lightly Ridden,L,29,170 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3861823/
2023 S4 Levo,2023,NoManufacturer,NoModelFound,6561,CAD,Excellent - Lightly Ridden,L,29,170 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3855874/
2022 T - Type AXS Spire (Price Drop),2022,NoManufacturer,NoModelFound,4800,USD,"Good - Used, Mechanically Sound",M,29,170 mm,170 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3843258/
2022 2019 Transition Patrol Carbon frame bearing kit.,2022,Transition,NoModelFound,44,CAD,New - Unridden/With Tags,,,,,Carbon Fiber,model,https://www.pinkbike.com/buysell/3692299/
2023 WeAreOne Arrival 152,2023,NoManufacturer,NoModelFound,4374,CAD,"Good - Used, Mechanically Sound",L,29,160 mm,153 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3860946/
2020 Commencal Mountian Bike,2020,Commencal,NoModelFound,2800,USD,"Good - Used, Mechanically Sound",19,29,170 mm,160 mm,Aluminium,model,https://www.pinkbike.com/buysell/3853131/
2018 Barely used Norco fluid 3,2018,Norco,Fluid,1094,CAD,Excellent - Lightly Ridden,M,29,110 mm,,Aluminium,rear travel,https://www.pinkbike.com/buysell/3842821/
2019 Almost new Scott genius 20th anniversary edition,2019,Scott,Genius,2406,CAD,Excellent - Lightly Ridden,M,29,,,Carbon Fiber,front travel,https://www.pinkbike.com/buysell/3842880/
2021 Santacruz Hightower C,2021,NoManufacturer,NoModelFound,3200,USD,"Good - Used, Mechanically Sound",M,29,160 mm,140 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3860381/
"2014 Specialized carbon, fiber, stumpjumper",2014,Specialized,NoModelFound,1094,CAD,Excellent - Lightly Ridden,46cm,26,150 mm,135 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3454720/
2023 Marin Alpine Trail Carbon 2 Medium,2023,Ari,NoModelFound,2843,CAD,Excellent - Lightly Ridden,M,29,160 mm,160 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3860183/
2021 Stumpjumper evo custom build s4,2021,NoManufacturer,NoModelFound,3300,USD,Excellent - Lightly Ridden,L,29,160 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3667046/
2017 Kona process DL,2017,Kona,NoModelFound,1750,USD,"Good - Used, Mechanically Sound",L,27.5 / 650B,160 mm,153 mm,Aluminium,model,https://www.pinkbike.com/buysell/3859186/
2023 Devinci Chainsaw,2023,Devinci,NoModelFound,3281,CAD,Excellent - Lightly Ridden,L,29,170 mm,170 mm,Aluminium,model,https://www.pinkbike.com/buysell/3850605/
2019 Cotic Rocketmax,2019,NoManufacturer,NoModelFound,1895,CAD,"Good - Used, Mechanically Sound",L,29,170 mm,150 mm,Steel,manufacturer,https://www.pinkbike.com/buysell/3768476/
2023 Santa Cruz Bronson XS 27.5 **Ex Rental**,2023,Santa Cruz,Bronson,3936,CAD,"Good - Used, Mechanically Sound",XS,,150 mm,150 mm,Carbon Fiber,wheel size,https://www.pinkbike.com/buysell/3842676/
2018 Salsa Redpoint NX1,2018,Salsa,NoModelFound,1000,USD,"Good - Used, Mechanically Sound",S,27.5 / 650B,140 mm,150 mm,Aluminium,model,https://www.pinkbike.com/buysell/3843445/
2023 Status 160 Large,2023,NoManufacturer,NoModelFound,2000,USD,Excellent - Lightly Ridden,L,29,170 mm,160 mm,Aluminium,manufacturer,https://www.pinkbike.com/buysell/3794265/
2010 Santa Cruz Solo medium,2010,Santa Cruz,NoModelFound,1021,CAD,"Good - Used, Mechanically Sound",M,27.5 / 650B,150 mm,150 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3855783/
2022 Ohlins light weight spring,2022,NoManufacturer,NoModelFound,40,USD,Excellent - Lightly Ridden,,,,,Titanium,manufacturer,https://www.pinkbike.com/buysell/3312403/
"2022 Esker Rowl - Fresh drive train, suspension and tires.",2022,NoManufacturer,NoModelFound,2500,USD,"Good - Used, Mechanically Sound",XL,29,150 mm,140 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3685852/
2021 Marin Rift Zone Carbon 1,2021,Marin,NoModelFound,2260,CAD,Excellent - Lightly Ridden,M,29,130 mm,130 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3853028/
2016 Yeti SB6c Medium,2016,Yeti,NoModelFound,2100,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,160 mm,140 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3854445/
"2021 Custom Marino Hardtail — ""Pachamama""",2021,Ari,NoModelFound,2000,USD,Excellent - Lightly Ridden,L,27.5 / 650B,150 mm,0 mm (Hardtail),Steel,model,https://www.pinkbike.com/buysell/3472486/
Trek Fuel 7,,Trek,NoModelFound,700,USD,"Good - Used, Mechanically Sound",17.5,26,120 mm,,Aluminium,year,https://www.pinkbike.com/buysell/2381493/
2019 IBIS HD5 Factory XT/XTR Lg,2019,Ibis,NoModelFound,3200,USD,Excellent - Lightly Ridden,L,27.5 / 650B,170 mm,153 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3797401/
"2019 Bronson S Carbon C 27.5""",2019,NoManufacturer,NoModelFound,3450,USD,"Good - Used, Mechanically Sound",L,27.5 / 650B,160 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3579325/
2021 Medium Pivot Switchblade Live Valve,2021,Liv,NoModelFound,4800,USD,"Good - Used, Mechanically Sound",M,29,160 mm,143 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3857759/
2022 Stumpjumper evo comp,2022,NoManufacturer,NoModelFound,3400,USD,Excellent - Lightly Ridden,M,29,160 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3857621/
2016 Kona Process 134 L with new Oneup 180 dropper post,2016,Kona,NoModelFound,1057,CAD,"Good - Used, Mechanically Sound",L,26,140 mm,135 mm,Aluminium,model,https://www.pinkbike.com/buysell/3083258/
