Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2019 Like New!!  Santa Cruz Tallboy,2019,Santa Cruz,Tallboy,2399,USD,Excellent - Lightly Ridden,L,29,130 mm,120 mm,Aluminium,,https://www.pinkbike.com/buysell/3924897/
"2023 Specialized Stumpjumper Comp, NEW!",2023,Specialized,Stumpjumper,4000,USD,New - Unridden/With Tags,L,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3924895/
"2024 Specialized Stumpjumper Evo T-Type, NEW!",2024,Specialized,Stumpjumper,5000,USD,New - Unridden/With Tags,S,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3924882/
"2023 Specialized Stumpjumper EVO, S4, Custom Build",2023,Specialized,Stumpjumper,3000,USD,"Good - Used, Mechanically Sound",L,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3912786/
2023 Specialized Stumpjumper EVO Expert - S5 (Sedona),2023,Specialized,Stumpjumper,3000,USD,"Good - Used, Mechanically Sound",L,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3905620/
2023 Specialized Stumpjumper EVO Expert - S6 (Sedona),2023,Specialized,Stumpjumper,3000,USD,"Good - Used, Mechanically Sound",XXL,29,160 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3905621/
2024 Yeti SB140 - Small (Sedona),2024,Yeti,SB140,3999,USD,"Good - Used, Mechanically Sound",S,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3905631/
2024 Yeti SB140 - Medium (Sedona),2024,Yeti,SB140,3999,USD,"Good - Used, Mechanically Sound",M,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3905635/
2024 Yeti SB140 - Medium (Sedona),2024,Yeti,SB140,3999,USD,"Good - Used, Mechanically Sound",M,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3905641/
2024 Yeti SB140 - Large (Sedona),2024,Yeti,SB140,3999,USD,"Good - Used, Mechanically Sound",L,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3905647/
2024 Yeti SB140 - XLarge (Sedona),2024,Yeti,SB140,3999,USD,"Good - Used, Mechanically Sound",XL,29,150 mm,140 mm,Aluminium,,https://www.pinkbike.com/buysell/3905650/
2023 Specialized Stumpjumper Expert S3: 93323-3003,2023,Specialized,Stumpjumper,3375,USD,"Good - Used, Mechanically Sound",M,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3906101/
2023 Specialized Stumpjumper Expert S4: 93323-3004,2023,Specialized,Stumpjumper,3375,USD,"Good - Used, Mechanically Sound",L,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3906104/
2023 Specialized Stumpjumper Expert S5: 93323-3005,2023,Specialized,Stumpjumper,3375,USD,"Good - Used, Mechanically Sound",XL,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3906105/
2023 Specialized Stumpjumper Expert S6: 93323-3006,2023,Specialized,Stumpjumper,3650,USD,"Good - Used, Mechanically Sound",XXL,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3906110/
2024 Pivot Trail 429 - XL (Sedona),2024,Pivot,Trail 429,3749,USD,"Good - Used, Mechanically Sound",XL,29,120 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3918385/
2024 Pivot Trail 429 - XS (Sedona),2024,Pivot,Trail 429,3749,USD,"Good - Used, Mechanically Sound",XS,29,130 mm,120 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3918406/
2023 Pivot Switchblade - XLarge,2023,Pivot,Switchblade,3749,USD,"Good - Used, Mechanically Sound",XL,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3920885/
2023 Pivot Switchblade - Large,2023,Pivot,Switchblade,3749,USD,"Good - Used, Mechanically Sound",L,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3920920/
2023 Pivot Switchblade - XSmall,2023,Pivot,Switchblade,3749,USD,"Good - Used, Mechanically Sound",XS,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3921900/
