Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2020 Norco Sight A1 - Large,2020,Norco,Sight,2333,CAD,"Good - Used, Mechanically Sound",L,29,160 mm,150 mm,Aluminium,,https://www.pinkbike.com/buysell/3730726/
"2020 Intense Carbine, Large custom build w/ Push, AXS",2020,Intense,Carbine,4200,USD,"Good - Used, Mechanically Sound",L,29,160 mm,155 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3692329/
2022 PIVOT FIREBIRD PRO XT/XTR - LG - 29er + Mullet set up,2022,Pivot,Firebird,5300,USD,Excellent - Lightly Ridden,L,29,180 mm,170 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3853181/
2021 Nukeproof Mega 290 Factory,2021,Nukeproof,Mega,3000,USD,Excellent - Lightly Ridden,M,29,170 mm,160 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3660885/
2021 Specialized Status 160 S2,2021,Specialized,Status,3000,USD,Excellent - Lightly Ridden,S,29,160 mm,160 mm,Aluminium,,https://www.pinkbike.com/buysell/3633075/
2015 Santa Cruz Nomad CC,2015,Santa Cruz,Nomad,1677,CAD,"Good - Used, Mechanically Sound",XL,27.5 / 650B,160 mm,160 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3852793/
2021 Scott Ransom 910 e-Ride - Fatty,2021,Scott,Ransom,4374,CAD,"Good - Used, Mechanically Sound",M,27.5 / 650B,180 mm,180 mm,Aluminium,,https://www.pinkbike.com/buysell/3799796/
2019 Evil Insurgent Mullet like new EVERY MOD POSSIBLE!,2019,Evil,Insurgent,5900,USD,Excellent - Lightly Ridden,L,29,150 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3469782/
2022 Canyon Spectral 27.5 CF9,2022,Canyon,Spectral,3062,CAD,Excellent - Lightly Ridden,M,27.5 / 650B,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3732148/
2018 Specialized enduro medium,2018,Specialized,Enduro,2000,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,170 mm,170 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3851449/
